image_id,original_image,region,region_file,pixel_count
27,/Users/yuchiwu/Desktop/tongue_project/images_json/27.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/27.png,504134
27,/Users/yuchiwu/Desktop/tongue_project/images_json/27.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/27.png,710476
27,/Users/yuchiwu/Desktop/tongue_project/images_json/27.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/27.png,460807
29,/Users/yuchiwu/Desktop/tongue_project/images_json/29.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/29.png,288150
29,/Users/yuchiwu/Desktop/tongue_project/images_json/29.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/29.png,242407
29,/Users/yuchiwu/Desktop/tongue_project/images_json/29.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/29.png,211547
29,/Users/yuchiwu/Desktop/tongue_project/images_json/29.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/29.png,320000
29,/Users/yuchiwu/Desktop/tongue_project/images_json/29.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/29.png,224161
30,/Users/yuchiwu/Desktop/tongue_project/images_json/30.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/30.png,295804
30,/Users/yuchiwu/Desktop/tongue_project/images_json/30.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/30.png,176758
30,/Users/yuchiwu/Desktop/tongue_project/images_json/30.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/30.png,174487
30,/Users/yuchiwu/Desktop/tongue_project/images_json/30.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/30.png,258328
30,/Users/yuchiwu/Desktop/tongue_project/images_json/30.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/30.png,144101
31,/Users/yuchiwu/Desktop/tongue_project/images_json/31.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/31.png,276069
31,/Users/yuchiwu/Desktop/tongue_project/images_json/31.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/31.png,241333
31,/Users/yuchiwu/Desktop/tongue_project/images_json/31.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/31.png,218595
31,/Users/yuchiwu/Desktop/tongue_project/images_json/31.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/31.png,301136
31,/Users/yuchiwu/Desktop/tongue_project/images_json/31.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/31.png,192776
32,/Users/yuchiwu/Desktop/tongue_project/images_json/32.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/32.png,295132
32,/Users/yuchiwu/Desktop/tongue_project/images_json/32.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/32.png,167849
32,/Users/yuchiwu/Desktop/tongue_project/images_json/32.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/32.png,161367
32,/Users/yuchiwu/Desktop/tongue_project/images_json/32.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/32.png,254880
32,/Users/yuchiwu/Desktop/tongue_project/images_json/32.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/32.png,143357
34,/Users/yuchiwu/Desktop/tongue_project/images_json/34.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/34.png,431211
34,/Users/yuchiwu/Desktop/tongue_project/images_json/34.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/34.png,268345
34,/Users/yuchiwu/Desktop/tongue_project/images_json/34.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/34.png,306398
34,/Users/yuchiwu/Desktop/tongue_project/images_json/34.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/34.png,460759
34,/Users/yuchiwu/Desktop/tongue_project/images_json/34.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/34.png,282532
35,/Users/yuchiwu/Desktop/tongue_project/images_json/35.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/35.png,294719
35,/Users/yuchiwu/Desktop/tongue_project/images_json/35.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/35.png,230117
35,/Users/yuchiwu/Desktop/tongue_project/images_json/35.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/35.png,220488
35,/Users/yuchiwu/Desktop/tongue_project/images_json/35.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/35.png,306234
35,/Users/yuchiwu/Desktop/tongue_project/images_json/35.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/35.png,220070
36,/Users/yuchiwu/Desktop/tongue_project/images_json/36.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/36.png,243683
36,/Users/yuchiwu/Desktop/tongue_project/images_json/36.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/36.png,155698
36,/Users/yuchiwu/Desktop/tongue_project/images_json/36.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/36.png,149465
36,/Users/yuchiwu/Desktop/tongue_project/images_json/36.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/36.png,282686
36,/Users/yuchiwu/Desktop/tongue_project/images_json/36.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/36.png,146727
37,/Users/yuchiwu/Desktop/tongue_project/images_json/37.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/37.png,432956
37,/Users/yuchiwu/Desktop/tongue_project/images_json/37.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/37.png,373987
37,/Users/yuchiwu/Desktop/tongue_project/images_json/37.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/37.png,334264
37,/Users/yuchiwu/Desktop/tongue_project/images_json/37.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/37.png,465684
37,/Users/yuchiwu/Desktop/tongue_project/images_json/37.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/37.png,291967
38,/Users/yuchiwu/Desktop/tongue_project/images_json/38.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/38.png,381078
38,/Users/yuchiwu/Desktop/tongue_project/images_json/38.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/38.png,210299
38,/Users/yuchiwu/Desktop/tongue_project/images_json/38.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/38.png,207131
38,/Users/yuchiwu/Desktop/tongue_project/images_json/38.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/38.png,369000
38,/Users/yuchiwu/Desktop/tongue_project/images_json/38.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/38.png,206510
39,/Users/yuchiwu/Desktop/tongue_project/images_json/39.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/39.png,367418
39,/Users/yuchiwu/Desktop/tongue_project/images_json/39.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/39.png,211850
39,/Users/yuchiwu/Desktop/tongue_project/images_json/39.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/39.png,201935
39,/Users/yuchiwu/Desktop/tongue_project/images_json/39.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/39.png,370731
39,/Users/yuchiwu/Desktop/tongue_project/images_json/39.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/39.png,217083
40,/Users/yuchiwu/Desktop/tongue_project/images_json/40.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/40.png,266445
40,/Users/yuchiwu/Desktop/tongue_project/images_json/40.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/40.png,213857
40,/Users/yuchiwu/Desktop/tongue_project/images_json/40.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/40.png,199267
40,/Users/yuchiwu/Desktop/tongue_project/images_json/40.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/40.png,286076
40,/Users/yuchiwu/Desktop/tongue_project/images_json/40.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/40.png,162101
41,/Users/yuchiwu/Desktop/tongue_project/images_json/41.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/41.png,509146
41,/Users/yuchiwu/Desktop/tongue_project/images_json/41.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/41.png,342105
41,/Users/yuchiwu/Desktop/tongue_project/images_json/41.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/41.png,331178
41,/Users/yuchiwu/Desktop/tongue_project/images_json/41.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/41.png,463411
41,/Users/yuchiwu/Desktop/tongue_project/images_json/41.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/41.png,221635
42,/Users/yuchiwu/Desktop/tongue_project/images_json/42.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/42.png,384329
42,/Users/yuchiwu/Desktop/tongue_project/images_json/42.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/42.png,183235
42,/Users/yuchiwu/Desktop/tongue_project/images_json/42.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/42.png,225788
42,/Users/yuchiwu/Desktop/tongue_project/images_json/42.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/42.png,375440
42,/Users/yuchiwu/Desktop/tongue_project/images_json/42.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/42.png,161467
44,/Users/yuchiwu/Desktop/tongue_project/images_json/44.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/44.png,273120
44,/Users/yuchiwu/Desktop/tongue_project/images_json/44.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/44.png,147936
44,/Users/yuchiwu/Desktop/tongue_project/images_json/44.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/44.png,167275
44,/Users/yuchiwu/Desktop/tongue_project/images_json/44.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/44.png,289047
44,/Users/yuchiwu/Desktop/tongue_project/images_json/44.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/44.png,170509
45,/Users/yuchiwu/Desktop/tongue_project/images_json/45.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/45.png,416154
45,/Users/yuchiwu/Desktop/tongue_project/images_json/45.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/45.png,384101
45,/Users/yuchiwu/Desktop/tongue_project/images_json/45.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/45.png,316599
45,/Users/yuchiwu/Desktop/tongue_project/images_json/45.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/45.png,463430
45,/Users/yuchiwu/Desktop/tongue_project/images_json/45.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/45.png,326966
46,/Users/yuchiwu/Desktop/tongue_project/images_json/46.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/46.png,293322
46,/Users/yuchiwu/Desktop/tongue_project/images_json/46.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/46.png,168378
46,/Users/yuchiwu/Desktop/tongue_project/images_json/46.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/46.png,120746
46,/Users/yuchiwu/Desktop/tongue_project/images_json/46.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/46.png,300510
46,/Users/yuchiwu/Desktop/tongue_project/images_json/46.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/46.png,153464
47,/Users/yuchiwu/Desktop/tongue_project/images_json/47.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/47.png,368781
47,/Users/yuchiwu/Desktop/tongue_project/images_json/47.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/47.png,211724
47,/Users/yuchiwu/Desktop/tongue_project/images_json/47.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/47.png,230824
47,/Users/yuchiwu/Desktop/tongue_project/images_json/47.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/47.png,424568
47,/Users/yuchiwu/Desktop/tongue_project/images_json/47.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/47.png,197311
48,/Users/yuchiwu/Desktop/tongue_project/images_json/48.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/48.png,395024
48,/Users/yuchiwu/Desktop/tongue_project/images_json/48.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/48.png,160861
48,/Users/yuchiwu/Desktop/tongue_project/images_json/48.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/48.png,203144
48,/Users/yuchiwu/Desktop/tongue_project/images_json/48.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/48.png,344004
48,/Users/yuchiwu/Desktop/tongue_project/images_json/48.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/48.png,110802
49,/Users/yuchiwu/Desktop/tongue_project/images_json/49.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/49.png,274834
49,/Users/yuchiwu/Desktop/tongue_project/images_json/49.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/49.png,267915
49,/Users/yuchiwu/Desktop/tongue_project/images_json/49.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/49.png,257857
49,/Users/yuchiwu/Desktop/tongue_project/images_json/49.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/49.png,350720
49,/Users/yuchiwu/Desktop/tongue_project/images_json/49.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/49.png,181869
5,/Users/yuchiwu/Desktop/tongue_project/images_json/5.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/5.png,197180
5,/Users/yuchiwu/Desktop/tongue_project/images_json/5.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/5.png,100072
5,/Users/yuchiwu/Desktop/tongue_project/images_json/5.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/5.png,95267
5,/Users/yuchiwu/Desktop/tongue_project/images_json/5.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/5.png,167400
5,/Users/yuchiwu/Desktop/tongue_project/images_json/5.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/5.png,114446
50,/Users/yuchiwu/Desktop/tongue_project/images_json/50.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/50.png,318278
50,/Users/yuchiwu/Desktop/tongue_project/images_json/50.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/50.png,182591
50,/Users/yuchiwu/Desktop/tongue_project/images_json/50.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/50.png,150560
50,/Users/yuchiwu/Desktop/tongue_project/images_json/50.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/50.png,310554
50,/Users/yuchiwu/Desktop/tongue_project/images_json/50.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/50.png,201390
51,/Users/yuchiwu/Desktop/tongue_project/images_json/51.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/51.png,253186
51,/Users/yuchiwu/Desktop/tongue_project/images_json/51.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/51.png,179341
51,/Users/yuchiwu/Desktop/tongue_project/images_json/51.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/51.png,171341
51,/Users/yuchiwu/Desktop/tongue_project/images_json/51.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/51.png,254705
51,/Users/yuchiwu/Desktop/tongue_project/images_json/51.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/51.png,130500
52,/Users/yuchiwu/Desktop/tongue_project/images_json/52.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/52.png,469302
52,/Users/yuchiwu/Desktop/tongue_project/images_json/52.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/52.png,366980
52,/Users/yuchiwu/Desktop/tongue_project/images_json/52.jpg,舌左邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌左邊/52.png,310751
52,/Users/yuchiwu/Desktop/tongue_project/images_json/52.jpg,舌中,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌中/52.png,474586
52,/Users/yuchiwu/Desktop/tongue_project/images_json/52.jpg,舌右邊,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌右邊/52.png,336120
53,/Users/yuchiwu/Desktop/tongue_project/images_json/53.jpg,舌根,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌根/53.png,416755
53,/Users/yuchiwu/Desktop/tongue_project/images_json/53.jpg,舌尖,/Users/yuchiwu/Desktop/tongue_project/output/regions_temp/舌尖/53.png,308087
